filename,page_index,text_length_ocr,text_length_gt,character_accuracy,character_error_rate,sequence_similarity,jaccard_similarity,table_count_pred,table_count_ref,table_teds,table_structure_similarity,table_content_similarity,table_cell_accuracy,formula_count,formula_average_accuracy,formula_correct_count,composite_score
docstructbench_llm-raw-scihub-o.O-j.eswa.2008.01.070.pdf_5,223,1090,1104,0.9538,0.0462,0.9717,0.9348,2,2,100.0,1.0,1.0,1.0,,,,96.92
docstructbench_llm-raw-scihub-o.O-j.jcp.2010.12.006.pdf_14,14,322,756,0.3849,0.6151,0.3952,0.75,0,0,,,,,7,0.3526,1,37.75
docstructbench_llm-raw-scihub-o.O-j.jcp.2010.12.006.pdf_5,5,1535,2266,0.6417,0.3583,0.6083,0.8841,0,0,,,,,13,0.3844,4,58.23
docstructbench_llm-raw-scihub-o.O-j.jcrimjus.2010.04.003.pdf_8,8,3197,3437,0.9238,0.0762,0.7513,0.9853,0,0,,,,,,,,92.38
docstructbench_llm-raw-scihub-o.O-j.mseb.2009.12.004.pdf_2,2,3174,3576,0.8468,0.1532,0.9079,0.9103,0,0,,,,,,,,84.68
docstructbench_llm-raw-scihub-o.O-j.msec.2003.09.055.pdf_1,1,2359,3996,0.5325,0.4675,0.1665,0.9277,0,0,,,,,,,,53.25
docstructbench_llm-raw-scihub-o.O-j.msec.2005.01.019.pdf_4,4,3522,4183,0.8403,0.1597,0.7751,0.8406,0,0,,,,,,,,84.03
docstructbench_llm-raw-scihub-o.O-j.msec.2005.03.002.pdf_7,7,0,0,1.0,0.0,1.0,1.0,0,0,,,,,,,,100.0
docstructbench_llm-raw-scihub-o.O-j.physletb.2004.02.015.pdf_4,4,3550,4014,0.8468,0.1532,0.8213,0.9367,0,0,,,,,,,,84.68
docstructbench_llm-raw-scihub-o.O-j.physletb.2004.06.101.pdf_3,3,1333,1914,0.6729,0.3271,0.4835,0.9206,0,0,,,,,24,0.2931,3,58.53
docstructbench_llm-raw-scihub-o.O-j.physletb.2004.11.060.pdf_2,2,2999,3123,0.9356,0.0644,0.8478,0.9241,0,0,,,,,13,0.3468,2,79.98
docstructbench_llm-raw-scihub-o.O-j.snb.2004.05.025.pdf_5,5,560,1610,0.3078,0.6922,0.2885,0.5873,0,0,,,,,2,0.5308,0,35.93
docstructbench_llm-raw-scihub-o.O-j.snb.2004.06.022.pdf_2,2,475,1121,0.4041,0.5959,0.5802,0.6,0,0,,,,,,,,40.41
docstructbench_llm-raw-scihub-o.O-s00128-007-9171-1.pdf_2,2,4333,5141,0.838,0.162,0.5459,0.9157,0,0,,,,,,,,83.8
docstructbench_llm-raw-scihub-o.O-s00128-007-9171-1.pdf_3,239,1748,1613,0.7781,0.2219,0.7367,0.9219,1,1,100.0,1.0,1.0,1.0,,,,85.2
docstructbench_llm-raw-scihub-o.O-s00128-007-9344-y.pdf_5,5,539,589,0.9117,0.0883,0.7092,1.0,0,0,,,,,,,,91.17
docstructbench_llm-raw-scihub-o.O-s00128-008-9367-z.pdf_4,240,2393,2640,0.8742,0.1258,0.6724,0.9605,2,2,100.0,1.0,1.0,1.0,6,0.4675,2,84.14
docstructbench_llm-raw-scihub-o.O-s00128-009-9752-2.pdf_5,5,0,0,1.0,0.0,1.0,1.0,0,0,,,,,,,,100.0
docstructbench_llm-raw-scihub-o.O-s00128-009-9772-y.pdf_1,1,2794,3789,0.6587,0.3413,0.5068,0.9211,0,0,,,,,,,,65.87
docstructbench_llm-raw-scihub-o.O-s00128-010-0006-0.pdf_5,241,1719,1751,0.7589,0.2411,0.4219,0.9859,1,1,100.0,1.0,1.0,1.0,,,,83.92
docstructbench_llm-raw-scihub-o.O-s001280000131.pdf_5,243,207,0,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
docstructbench_llm-raw-scihub-o.O-s00348-003-0689-7.pdf_3,250,1721,2086,0.8193,0.1807,0.7838,0.8769,1,1,100.0,1.0,1.0,1.0,,,,87.95
docstructbench_llm-raw-scihub-o.O-s00348-005-0004-x.pdf_3,3,2763,2952,0.9272,0.0728,0.8497,0.9722,0,0,,,,,,,,92.72
docstructbench_llm-raw-scihub-o.O-s00348-006-0117-x.pdf_11,11,3541,3829,0.906,0.094,0.7989,0.9167,0,0,,,,,4,0.3692,1,78.21
docstructbench_llm-raw-scihub-o.O-s00348-006-0148-3.pdf_5,5,1447,2290,0.6279,0.3721,0.7091,0.9206,0,0,,,,,,,,62.79
docstructbench_llm-raw-scihub-o.O-s00348-006-0169-y.pdf_2,2,6109,6259,0.939,0.061,0.7966,0.9722,0,0,,,,,,,,93.9
docstructbench_llm-raw-scihub-o.O-s00374-003-0583-8.pdf_1,1,2322,3968,0.5774,0.4226,0.7145,0.8816,0,0,,,,,,,,57.74
docstructbench_llm-raw-scihub-o.O-s00374-003-0589-2.pdf_6,6,842,1276,0.6403,0.3597,0.4485,0.7193,1,1,100.0,1.0,1.0,1.0,,,,76.02
docstructbench_llm-raw-scihub-o.O-s00374-004-0768-9.pdf_2,2,3874,4292,0.8604,0.1396,0.6679,0.9221,1,1,100.0,1.0,1.0,1.0,,,,90.7
docstructbench_llm-raw-scihub-o.O-s00374-006-0103-8.pdf_11,11,303,308,0.9739,0.0261,0.9296,1.0,2,2,100.0,1.0,1.0,1.0,,,,98.26
docstructbench_llm-raw-scihub-o.O-s00395-011-0222-8.pdf_10,10,306,726,0.4187,0.5813,0.3953,0.6984,0,0,,,,,,,,41.87
docstructbench_llm-raw-scihub-o.O-s003950050126.pdf_6,285,696,345,0.0,1.0,0.6551,0.6735,1,1,100.0,1.0,1.0,1.0,,,,33.33
docstructbench_llm-raw-scihub-o.O-s00396-003-0935-9.pdf_2,256,3836,3925,0.8018,0.1982,0.6909,0.9615,1,1,100.0,1.0,1.0,1.0,,,,86.79
docstructbench_llm-raw-scihub-o.O-s0167-8655%2800%2900107-0.pdf_6,295,594,873,0.6632,0.3368,0.6667,0.7895,2,2,100.0,1.0,1.0,1.0,,,,77.55
docstructbench_llm-raw-scihub-o.O-s0167-8655%2801%2900019-8.pdf_10,296,2589,2581,0.9938,0.0062,0.9957,0.9831,1,1,100.0,1.0,1.0,1.0,,,,99.59
docstructbench_llm-raw-scihub-o.O-s0362-546x%2897%2900070-9.pdf_7,303,2190,2089,0.8219,0.1781,0.8974,0.9825,3,3,100.0,1.0,1.0,1.0,,,,88.13
docstructbench_llm-raw-scihub-o.O-s10555-005-1578-8.pdf_5,275,1246,1029,0.6735,0.3265,0.8316,0.7903,2,2,100.0,1.0,1.0,1.0,,,,78.23
docstructbench_llm-raw-scihub-o.O-s10653-010-9369-8.pdf_11,321,1348,1463,0.8906,0.1094,0.6375,0.942,1,1,100.0,1.0,1.0,1.0,,,,92.71
docstructbench_llm-raw-the-eye-o.O-1%20Excel.pdf_12,331,1462,1526,0.9495,0.0505,0.7898,0.9615,0,0,,,,,,,,94.95
docstructbench_llm-raw-the-eye-o.O-1995_2418.pdf_1,333,6773,6568,0.9545,0.0455,0.9744,0.9221,1,1,100.0,1.0,1.0,1.0,,,,96.97
docstructbench_llm-raw-the-eye-o.O-Attitudes_Towards_Rainwater_Harvesting_1999.pdf_5,5,174,2029,0.0848,0.9152,0.1562,0.625,0,0,,,,,,,,8.48
docstructbench_llm-raw-the-eye-o.O-Chapter14.pdf_2,377,15,1100,0.0136,0.9864,0.0269,0.2241,0,0,,,,,,,,1.36
docstructbench_llm-raw-the-eye-o.O-Character%20Sheet%20-%20Form%20Fillable.pdf_2,379,0,0,1.0,0.0,1.0,1.0,1,6,0.0,0.0,0.0,0.0,,,,66.67
docstructbench_llm-raw-the-eye-o.O-Dragon%20Magazine%20-%20030.pdf_5,398,2097,2290,0.8563,0.1437,0.9004,0.9167,0,0,,,,,,,,85.63
docstructbench_llm-raw-the-eye-o.O-Player%27s%20Options%20-%20Halflings.pdf_11,458,1234,1586,0.7711,0.2289,0.7007,0.9111,2,2,100.0,1.0,1.0,1.0,,,,84.74
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,76,63,418,0.1459,0.8541,0.2536,0.5227,1,0,0.0,0.0,0.0,0.0,,,,9.73
docstructbench_llm-raw-the-eye-o.O-Screen%20Printing%20Booklet.pdf_8,473,1233,1274,0.9529,0.0471,0.7212,0.9194,0,0,,,,,,,,95.29
docstructbench_llm-raw-the-eye-o.O-Something%27s%20Cooking.pdf_4,482,3739,4066,0.9087,0.0913,0.7749,0.9861,0,0,,,,,,,,90.87
docstructbench_llm-raw-the-eye-o.O-TFT-Traveller.pdf_6,491,52,0,0.0,1.0,0.0,0.0,3,3,100.0,1.0,1.0,1.0,,,,33.33
docstructbench_llm-raw-the-eye-o.O-Team%20Bravo%20-%20System%20Error.pdf_9,489,4797,5321,0.8887,0.1113,0.6511,0.9844,0,0,,,,,,,,88.87
docstructbench_llm-raw-the-eye-o.O-TraneGuide.pdf_7,7,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
docstructbench_llm-raw-the-eye-o.O-chap08.pdf_12,12,2278,1921,0.789,0.211,0.8564,0.8548,1,1,100.0,1.0,1.0,1.0,,,,85.93
eastmoney_0022ae8eddb0de117978289e16ba7fe995dddd3f64aca9e147bb07c848c84aa6.pdf_8,8,537,624,0.7981,0.2019,0.8234,0.8273,2,2,100.0,1.0,1.0,1.0,,,,86.54
eastmoney_03e39833d520af7d1abb96dd624dcd15f2b57d061969d196e80922e2f590503f.pdf_22,22,606,618,0.9337,0.0663,0.9624,0.9724,1,1,100.0,1.0,1.0,1.0,,,,95.58
eastmoney_1746461e6e00efee224a9209974b4bb6de3b11e339e4d86c41569eeddcc3c20e.pdf_8,8,424,523,0.7553,0.2447,0.8279,0.8089,1,1,100.0,1.0,1.0,1.0,,,,83.68
eastmoney_1885ca41425d245551f3482457304f78b48186bff625fa91e675eaf6bba5229f.pdf_0,0,1138,1311,0.8055,0.1945,0.8763,0.9401,3,3,100.0,1.0,1.0,1.0,,,,87.03
eastmoney_2dea7cdb5a3e018ffec3c80eb4435de524f2a14bd32735b78f563adc355272ab.pdf_6,6,20,20,1.0,0.0,0.95,0.8889,4,4,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_34d623c64d12b5f02ffe4bff74f464b368270b1d6930192876bfe353d8fd6c30.pdf_0,0,1019,1075,0.9442,0.0558,0.9694,0.9828,1,1,100.0,1.0,1.0,1.0,,,,96.28
eastmoney_3ad44cb9fef0899c347e83dec4ce05b65deaa17bbe9324bde97c0916afc98e0a.pdf_2,2,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_59cde7e939acc3124df9d3f2c85b5a0ec41b9da1157d5be38e098672022b47cb.pdf_11,11,290,350,0.7886,0.2114,0.8844,0.9016,0,0,,,,,,,,78.86
eastmoney_5c22c7d248262382ae63af18e9ef65bd26ffdf78c2f3af32137e0b4f92a0ba92.pdf_4,4,228,277,0.8087,0.1913,0.8277,0.9014,1,1,100.0,1.0,1.0,1.0,,,,87.24
eastmoney_5f75d8df19ab34c706ae823d8ed54f845b6a693e31c0fae19b16cdd94c32a636.pdf_2,2,0,0,1.0,0.0,1.0,1.0,4,4,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_5f75d8df19ab34c706ae823d8ed54f845b6a693e31c0fae19b16cdd94c32a636.pdf_3,3,474,491,0.9593,0.0407,0.9679,0.9903,2,2,100.0,1.0,1.0,1.0,,,,97.28
eastmoney_62b4149b1612ce28d20f26cd5c5b2e18f80b26fca6e4452e090376a2fe72eae3.pdf_0,0,1139,1448,0.7811,0.2189,0.811,0.879,4,2,0.0,0.0,0.0,0.0,,,,52.07
eastmoney_66eea274d39b939da0f10253d279e119d87646f10fd21b3942eaf6c5d93b8134.pdf_0,0,1099,1360,0.7741,0.2259,0.8264,0.8736,3,2,0.0,0.0,0.0,0.0,,,,51.61
eastmoney_6be3f3cd9e5361946ee49252f12dd57fe7c73df330116d6998e2198ec79a05c9.pdf_2,2,431,581,0.7332,0.2668,0.8419,0.8444,1,1,100.0,1.0,1.0,1.0,,,,82.21
eastmoney_6e1cdb75430fe7d7a7757754d163d1a4a8a1c2a3fca38b74a8a2e8df009f2ce0.pdf_2,2,3,14,0.2143,0.7857,0.3529,0.2143,4,4,100.0,1.0,1.0,1.0,,,,47.62
eastmoney_7c25f92e2ab21d83e1eada0e40a68e3151e7c1c2d673ddb12b0242fa3ab931ab.pdf_13,13,953,960,0.9885,0.0115,0.9859,0.99,1,1,100.0,1.0,1.0,1.0,,,,99.24
eastmoney_7cae1642250a3dbabfef7624d3424ec6e162ae91c8de4acfa89a9779092b0189.pdf_16,16,94,93,0.9785,0.0215,0.984,0.9655,1,1,100.0,1.0,1.0,1.0,,,,98.57
eastmoney_7e9f2d3e6d80483c7556fe65fe39f432d669cee3dc80840f126db9c7d7140d52.pdf_1,1,348,357,0.972,0.028,0.9844,0.9932,1,1,100.0,1.0,1.0,1.0,,,,98.13
eastmoney_7f55aa1223310144165074707803522240cf20120b15f5d78fdf61eb4dcefba3.pdf_2,2,0,13,0.0,1.0,0.0,0.0,5,5,100.0,1.0,1.0,1.0,,,,33.33
eastmoney_8b3e01e3cd92a034f45945887a5170602774a8480effda5bd791451578a93b7d.pdf_5,5,168,184,0.913,0.087,0.9545,0.9853,1,1,100.0,1.0,1.0,1.0,,,,94.2
eastmoney_8e0ecdad6ea6edd7014a328fa79e4b69230c1b4f82cc031dd247c3c1c39744cf.pdf_11,11,167,185,0.9027,0.0973,0.9489,0.9853,1,1,100.0,1.0,1.0,1.0,,,,93.51
eastmoney_8f87670d793f4415afca95380e8e46cc8517d6f97fa65a6680308bfc34fa7b5e.pdf_4,4,351,361,0.9695,0.0305,0.9635,0.9931,2,2,100.0,1.0,1.0,1.0,,,,97.97
eastmoney_944c06af0b176ef718ee34d3affee40554920f76210dfbf007972fe9c39074fc.pdf_0,0,902,981,0.8879,0.1121,0.8497,0.9801,2,2,100.0,1.0,1.0,1.0,,,,92.52
eastmoney_a2542ccf95ec3bb51dcc6fb90a7c32b18f883e10a3cb301901a428882d8d2015.pdf_2,2,1104,1151,0.9556,0.0444,0.9738,0.9582,1,1,100.0,1.0,1.0,1.0,,,,97.04
eastmoney_bd6c2b9aa7ca0ebf8672f8f50e3eacab7f67d0ffa15e0d94b1f3c0d1b5f179b8.pdf_19,19,746,788,0.9454,0.0546,0.97,0.9591,2,2,100.0,1.0,1.0,1.0,,,,96.36
eastmoney_bdbfdb8a6ab56be3ab1b40009ee648b6d250013ce653c146f2d2023bd8d14772.pdf_26,26,991,985,1.0,0.0,0.997,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_bef4bcf5f2faff08a78d49945e4ac8983320f367c450720c87ab8cc6ed5726e4.pdf_1,1,267,261,0.8812,0.1188,0.9394,0.8938,1,1,100.0,1.0,1.0,1.0,,,,92.08
eastmoney_c07e6795bc92e8782d09bf3af7dc766960a1db2088262126a0856311d95361a2.pdf_6,6,710,807,0.8748,0.1252,0.8543,0.9425,1,1,100.0,1.0,1.0,1.0,,,,91.66
eastmoney_c1c12db90c6ecfae16a8eafa49caecfbc0e5f5654140320fe127f7c09bde96c9.pdf_1,1,0,0,1.0,0.0,1.0,1.0,4,4,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_c2abc680754ea4676c752cb3bda24323046ece560f8b23ce66b705887c9bcf9b.pdf_16,16,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_c683eb2923c442ad9fd8c1f25abb7b1b35b359611d5b8a07d1eede7a81983769.pdf_21,21,454,533,0.8105,0.1895,0.8936,0.8136,1,1,100.0,1.0,1.0,1.0,,,,87.37
eastmoney_c87249cc61825e8bcd1e0ba5434d32606fecb2ff8302f8602f8d6860fd773252.pdf_1,1,771,799,0.9574,0.0426,0.949,0.9968,1,1,100.0,1.0,1.0,1.0,,,,97.16
eastmoney_d0313ed730f58180b1f005a3607c2a77dc3672410e8f7ee1de3b814668da9bcb.pdf_5,5,876,1080,0.8074,0.1926,0.8916,0.8506,1,0,0.0,0.0,0.0,0.0,,,,53.83
eastmoney_d08a4020e49029cf68b5dbf69e5ecaa40e969f918819c62579e5f4b1a357422f.pdf_3,3,167,167,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_d09a006aa02ddc09299bbb9a1b5efa0d77408191f0c1ff1fca8c80bd6150f806.pdf_17,17,93,63,0.0,1.0,0.0897,0.1,1,1,100.0,1.0,1.0,1.0,,,,33.33
eastmoney_d201644f6fbc869ea857c5d9f8ec38adc54250a94b77d826280b0d1c25d13a13.pdf_4,4,167,163,0.9755,0.0245,0.9879,1.0,1,1,100.0,1.0,1.0,1.0,,,,98.36
eastmoney_d2bb183f5254ede5760932ac3118524aa7eddad551935713b435541f1525c1ee.pdf_3,3,335,389,0.8612,0.1388,0.9254,0.8487,1,1,100.0,1.0,1.0,1.0,,,,90.75
eastmoney_d2bb183f5254ede5760932ac3118524aa7eddad551935713b435541f1525c1ee.pdf_7,7,996,1038,0.7842,0.2158,0.8643,0.9235,1,1,100.0,1.0,1.0,1.0,,,,85.61
eastmoney_d64a9204564ad81332a4dc3767365740a00228323d2862604d15cb15b318f3af.pdf_3,3,999,997,0.9799,0.0201,0.985,0.9873,1,1,100.0,1.0,1.0,1.0,,,,98.66
eastmoney_db7967d371df6e4fb5850f3583fcf255c2ed8ef153e11aa38e0bd020b65f13ac.pdf_1,1,506,516,0.9787,0.0213,0.9883,0.9957,1,1,100.0,1.0,1.0,1.0,,,,98.58
eastmoney_dcf347592d4160dffacffdf00a9c39aa75cf9859205a7543c283d1df8bb14f90.pdf_1,1,956,999,0.7017,0.2983,0.844,0.8367,1,1,100.0,1.0,1.0,1.0,,,,80.11
eastmoney_dd8f39ced2188b907304224a635ad605689270486020c34636003e57018c01d8.pdf_2,2,631,675,0.9289,0.0711,0.9617,0.9706,1,1,100.0,1.0,1.0,1.0,,,,95.26
eastmoney_df74f4c5f5f8c96ec2c051d34ea5c51686a45b2f1822b2d94982f84c81d25aa3.pdf_17,17,800,867,0.8224,0.1776,0.8938,0.8806,1,1,100.0,1.0,1.0,1.0,,,,88.16
eastmoney_e42b6e1cd2d48113ff4db8854e539d828d632bf9b1757e10cb8ddb2cfc7b1393.pdf_12,12,556,556,0.9982,0.0018,0.9982,0.9956,1,1,100.0,1.0,1.0,1.0,,,,99.88
eastmoney_e480008a65ea31d8c1a5e86900788b67d07422f02dbc5296aedf9423e1a23b4e.pdf_6,6,296,283,0.883,0.117,0.905,0.869,1,1,100.0,1.0,1.0,1.0,,,,92.2
eastmoney_ea3eda50a04cf431d7412a567497c91e8cc52f72b4c5ccb554776c5c57b13e29.pdf_4,4,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_ea59610b9b1a8f0df46f7a89da1116cbf256c772e1148f26017991e28c8bca21.pdf_18,18,0,0,1.0,0.0,1.0,1.0,2,2,100.0,1.0,1.0,1.0,,,,100.0
eastmoney_f4848e9d70d37f406f54c714024c5ef002832a1bf64290aa5c163665887a3e55.pdf_5,5,1181,1169,0.9914,0.0086,0.994,1.0,1,1,100.0,1.0,1.0,1.0,,,,99.43
eastmoney_f671ab94bf8b8274d6736f1a3dc775b3b74fa68686df2946aa5307b6b2a32062.pdf_18,18,752,759,0.9934,0.0066,0.9914,1.0,2,2,100.0,1.0,1.0,1.0,,,,99.56
eastmoney_f72b162baf25f1a2060e4ce877071ec27e490ab16e9de1a2b18572b596d2bde8.pdf_2,2,1148,1167,0.9623,0.0377,0.9771,0.9593,2,2,100.0,1.0,1.0,1.0,,,,97.49
eastmoney_fca0676d8b0c4d3926a2d02229fa3372f87a45dbfbf7472773c6dbe04d35af65.pdf_3,3,1192,1243,0.9348,0.0652,0.9634,0.9588,1,1,100.0,1.0,1.0,1.0,,,,95.66
eastmoney_fcc1c7940f94c7f36157a4aa9c1c804fe16e6b681ca1cef589af39c6d3e0cb90.pdf_0,0,2017,2150,0.9119,0.0881,0.946,0.9793,1,1,100.0,1.0,1.0,1.0,,,,94.13
eastmoney_fdae27854b0cffed1364e2a4457189b2a10ad0b058242ee3c8c9ee8993d7f5c0.pdf_1,1,801,799,1.0,0.0,0.9962,0.9929,1,1,100.0,1.0,1.0,1.0,,,,100.0
exam_paper_2004-2019上海高考英语听力原文和答案_page_002,2,2489,3372,0.7023,0.2977,0.5951,0.8636,0,0,,,,,,,,70.23
exam_paper_2004-2019上海高考英语听力原文和答案_page_010,10,1721,2080,0.5951,0.4049,0.3599,0.7925,0,0,,,,,,,,59.51
exam_paper_2004-2019上海高考英语听力原文和答案_page_017,17,1337,2150,0.6021,0.3979,0.5856,0.785,0,0,,,,,,,,60.21
exam_paper_2004-2019上海高考英语听力原文和答案_page_050,50,2661,2620,0.7506,0.2494,0.3397,0.7975,0,0,,,,,,,,75.06
exam_paper_2016年安徽省中考英语试题（解析）_page_003,3,793,824,0.9405,0.0595,0.9375,0.9786,0,0,,,,,,,,94.05
exam_paper_2016年安徽省中考英语试题（解析）_page_012,12,405,636,0.6148,0.3852,0.6859,0.8195,1,0,0.0,0.0,0.0,0.0,,,,40.99
exam_paper_2016年安徽省中考英语试题（解析）_page_015,15,1791,2011,0.8782,0.1218,0.8143,0.9351,0,0,,,,,,,,87.82
exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_001,1,1082,1148,0.9268,0.0732,0.9283,0.8652,0,0,,,,,,,,92.68
exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003,3,703,888,0.7815,0.2185,0.7932,0.8969,1,1,100.0,1.0,1.0,1.0,,,,85.44
exam_paper_en-file-putnam-archive_1991_Problems_1991_page_001,1,3092,3326,0.7967,0.2033,0.607,0.88,0,0,,,,,7,0.7774,4,79.22
exam_paper_en-file-putnam-archive_1993_Problems_1993_page_001,1,3159,3283,0.8723,0.1277,0.7594,0.92,0,0,,,,,6,0.8003,4,85.57
exam_paper_en-file-putnam-archive_1994_Problems_1994_page_001,1,2704,2752,0.8328,0.1672,0.283,0.8472,0,0,,,,,6,0.813,4,82.83
exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002,2,4791,5005,0.9097,0.0903,0.8283,0.9136,0,0,,,,,5,0.6257,1,84.42
exam_paper_en-file-putnam-archive_1996_Problems_1996_page_001,1,2834,2996,0.8541,0.1459,0.7039,0.9324,0,0,,,,,6,0.6264,2,80.16
exam_paper_en-file-putnam-archive_1996_Solutions_1996s_page_001,1,4633,4693,0.8958,0.1042,0.6633,0.9241,0,0,,,,,2,0.7431,1,86.06
exam_paper_en-file-putnam-archive_1996_Solutions_1996s_page_002,2,3926,3832,0.8611,0.1389,0.5654,0.9324,0,0,,,,,8,0.7845,5,84.34
exam_paper_en-file-putnam-archive_1996_Solutions_1996s_page_003,3,3871,3896,0.9273,0.0727,0.7241,0.9452,0,0,,,,,8,0.8056,4,89.92
exam_paper_en-file-putnam-archive_1997_Problems_1997_page_001,1,2452,2645,0.8579,0.1421,0.7891,0.9054,0,0,,,,,7,0.7416,4,83.11
exam_paper_en-file-putnam-archive_1997_Solutions_1997s_page_001,1,3166,3250,0.8703,0.1297,0.7353,0.8875,0,0,,,,,14,0.8594,12,86.78
exam_paper_en-file-putnam-archive_1997_Solutions_1997s_page_002,2,4408,4180,0.8589,0.1411,0.783,0.9028,0,0,,,,,9,0.8235,5,85.07
exam_paper_en-file-putnam-archive_1997_Solutions_1997s_page_003,3,2718,2789,0.9006,0.0994,0.8662,0.92,0,0,,,,,3,0.598,0,83.08
exam_paper_en-file-putnam-archive_1998_Solutions_1998s_page_002,2,5740,5623,0.8648,0.1352,0.6169,0.9487,0,0,,,,,3,0.8359,2,85.82
exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_001,1,2683,2783,0.8439,0.1561,0.7406,0.9429,0,0,,,,,9,0.8136,4,83.69
exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_002,2,3383,3264,0.8863,0.1137,0.7525,0.9595,0,0,,,,,12,0.7561,6,85.63
exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_003,3,3962,3755,0.8101,0.1899,0.5901,0.9359,0,0,,,,,14,0.6876,6,78.18
exam_paper_en-file-putnam-archive_2000_Problems_2000_page_001,1,2533,2581,0.8067,0.1933,0.7145,0.9577,0,0,,,,,3,0.7812,1,80.08
exam_paper_en-file-putnam-archive_2000_Solutions_2000s_page_001,1,3672,3564,0.7915,0.2085,0.6598,0.9221,0,0,,,,,7,0.8567,5,80.65
exam_paper_en-file-putnam-archive_2000_Solutions_2000s_page_002,2,4262,4148,0.8505,0.1495,0.7196,0.9259,0,0,,,,,9,0.8821,8,85.78
exam_paper_en-file-putnam-archive_2000_Solutions_2000s_page_003,3,893,912,0.8678,0.1322,0.6283,0.963,0,0,,,,,2,0.6098,0,80.83
exam_paper_en-file-putnam-archive_2001_Solutions_2001s_page_001,1,4749,4861,0.7887,0.2113,0.6512,0.9059,0,0,,,,,3,0.8313,2,79.86
exam_paper_en-file-putnam-archive_2001_Solutions_2001s_page_002,2,3193,3217,0.8996,0.1004,0.8293,1.0,0,0,,,,,9,0.7164,3,85.73
exam_paper_en-file-putnam-archive_2002_Solutions_2002s_page_001,1,3747,4022,0.903,0.097,0.7962,0.9324,1,1,100.0,1.0,1.0,1.0,4,0.8,3,91.28
exam_paper_en-file-putnam-archive_2002_Solutions_2002s_page_002,2,3374,3364,0.8749,0.1251,0.7887,0.9259,0,0,,,,,10,0.6871,4,83.15
exam_paper_en-file-putnam-archive_2002_Solutions_2002s_page_004,4,2206,2199,0.9,0.1,0.8904,0.9429,0,0,,,,,8,0.7267,3,86.0
exam_paper_en-file-putnam-archive_2003_Solutions_2003s_page_001,1,3030,3099,0.875,0.125,0.7838,0.9167,0,0,,,,,11,0.8021,5,85.82
exam_paper_en-file-putnam-archive_2003_Solutions_2003s_page_008,8,1241,1087,0.7746,0.2254,0.6976,0.9692,0,0,,,,,7,0.8136,4,78.36
exam_paper_en-file-putnam-archive_2004_Problems_2004_page_001,1,2924,3087,0.8395,0.1605,0.7403,0.8889,0,0,,,,,8,0.7611,4,82.14
exam_paper_en-file-putnam-archive_2004_Solutions_2004s_page_004,4,3739,3712,0.8508,0.1492,0.1272,0.9459,0,0,,,,,8,0.7337,3,82.37
exam_paper_en-file-putnam-archive_2005_Solutions_2005s_page_004,4,5464,5292,0.8855,0.1145,0.6605,0.9487,0,0,,,,,5,0.9299,5,89.57
exam_paper_en-file-putnam-archive_2005_Solutions_2005s_page_006,6,3800,3730,0.8611,0.1389,0.4497,0.9595,0,0,,,,,11,0.8673,9,86.26
exam_paper_en-file-putnam-archive_2005_Solutions_2005s_page_007,7,1057,1097,0.876,0.124,0.8375,0.9259,0,0,,,,,7,0.8074,2,86.02
exam_paper_en-file-putnam-archive_2006_Problems_2006_page_001,1,3233,3486,0.8428,0.1572,0.6495,0.8523,0,0,,,,,5,0.7952,3,83.18
exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006,6,4120,4004,0.8524,0.1476,0.7344,0.9625,0,0,,,,,10,0.7724,6,83.39
exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_007,7,1529,1483,0.8537,0.1463,0.7776,0.9545,0,0,,,,,18,0.8375,11,84.99
exam_paper_en-file-putnam-archive_2007_Problems_2007_page_001,1,2792,3015,0.8475,0.1525,0.6719,0.9324,0,0,,,,,4,0.8809,4,85.52
exam_paper_en-file-putnam-archive_2007_Solutions_2007s_page_001,1,4684,4717,0.8736,0.1264,0.6895,0.9605,0,0,,,,,5,0.7282,2,84.01
