filename,page_index,text_length_ocr,text_length_gt,character_accuracy,character_error_rate,sequence_similarity,jaccard_similarity,table_count_pred,table_count_ref,table_teds,table_structure_similarity,table_content_similarity,table_cell_accuracy,formula_count,formula_average_accuracy,formula_correct_count,composite_score
jiaocaineedrop_jiaocai_needrop_en_3341,2404,476,586,0.7901,0.2099,0.7853,0.9461,1,1,100.0,1.0,1.0,1.0,,,,86.0
jiaocaineedrop_jiaocai_needrop_en_3361,2408,1030,1288,0.7872,0.2128,0.8248,0.9206,0,0,,,,,,,,78.72
jiaocaineedrop_jiaocai_needrop_en_3375,2411,2346,3154,0.6722,0.3278,0.2938,0.8736,0,0,,,,,,,,67.22
jiaocaineedrop_jiaocai_needrop_en_3399,2415,700,697,0.878,0.122,0.8661,0.9032,0,0,,,,,,,,87.8
jiaocaineedrop_jiaocai_needrop_en_3428,2421,1365,1403,0.965,0.035,0.9769,0.9718,0,0,,,,,,,,96.5
jiaocaineedrop_jiaocai_needrop_en_3458,2427,1972,2272,0.6395,0.3605,0.5174,0.858,0,0,,,,,3,0.5639,0,62.21
jiaocaineedrop_jiaocai_needrop_en_349,1821,5361,14551,0.2824,0.7176,0.1969,0.8649,0,0,,,,,,,,28.24
jiaocaineedrop_jiaocai_needrop_en_3685,2472,122,494,0.2753,0.7247,0.2955,0.6165,0,0,,,,,,,,27.53
jiaocaineedrop_jiaocai_needrop_en_3713,2477,835,902,0.6372,0.3628,0.7404,0.7933,1,1,100.0,1.0,1.0,1.0,,,,75.81
jiaocaineedrop_jiaocai_needrop_en_3718,2478,894,977,0.8577,0.1423,0.7932,0.7465,0,0,,,,,,,,85.77
jiaocaineedrop_jiaocai_needrop_en_3738,2482,1778,2053,0.8481,0.1519,0.8786,0.9748,0,0,,,,,,,,84.81
jiaocaineedrop_jiaocai_needrop_en_3747,2484,289,393,0.7435,0.2565,0.8358,0.8267,0,0,,,,,,,,74.35
jiaocaineedrop_jiaocai_needrop_en_3751,2485,423,424,0.9882,0.0118,0.9917,0.9791,1,1,100.0,1.0,1.0,1.0,,,,99.21
jiaocaineedrop_jiaocai_needrop_en_377,1825,5016,5265,0.9492,0.0508,0.9647,0.9797,0,0,,,,,,,,94.92
jiaocaineedrop_jiaocai_needrop_en_3810,2497,367,446,0.787,0.213,0.7429,0.8504,0,0,,,,,,,,78.7
jiaocaineedrop_jiaocai_needrop_en_383,1827,439,881,0.4848,0.5152,0.3985,0.7055,3,3,100.0,1.0,1.0,1.0,,,,65.66
jiaocaineedrop_jiaocai_needrop_en_3928,2518,108,124,0.7581,0.2419,0.8362,0.94,0,0,,,,,,,,75.81
jiaocaineedrop_jiaocai_needrop_en_3937,2520,509,557,0.928,0.072,0.7373,0.9672,1,1,100.0,1.0,1.0,1.0,,,,95.2
jiaocaineedrop_jiaocai_needrop_en_397,1830,873,846,0.8156,0.1844,0.7423,0.7931,1,1,100.0,1.0,1.0,1.0,,,,87.71
jiaocaineedrop_jiaocai_needrop_en_3984,2527,2904,3659,0.7416,0.2584,0.6418,0.969,0,0,,,,,,,,74.16
jiaocaineedrop_jiaocai_needrop_en_4065,2541,2347,2950,0.671,0.329,0.6132,0.9045,1,1,100.0,1.0,1.0,1.0,,,,78.06
jiaocaineedrop_jiaocai_needrop_en_419,1838,416,438,0.5114,0.4886,0.6487,0.7192,1,1,100.0,1.0,1.0,1.0,,,,67.43
jiaocaineedrop_jiaocai_needrop_en_429,1840,1200,1788,0.5499,0.4501,0.2959,0.6977,0,0,,,,,,,,54.99
jiaocaineedrop_jiaocai_needrop_en_439,1842,70,79,0.8101,0.1899,0.8591,0.8772,1,1,100.0,1.0,1.0,1.0,,,,87.34
jiaocaineedrop_jiaocai_needrop_en_443,1843,531,720,0.7548,0.2452,0.3245,0.8571,0,0,,,,,,,,75.48
jiaocaineedrop_jiaocai_needrop_en_453,1845,1950,2199,0.8176,0.1824,0.7457,0.8544,0,0,,,,,,,,81.76
jiaocaineedrop_jiaocai_needrop_en_458,1846,648,1194,0.4782,0.5218,0.4115,0.8898,1,1,100.0,1.0,1.0,1.0,,,,65.21
jiaocaineedrop_jiaocai_needrop_en_467,1848,1231,1408,0.7596,0.2404,0.7791,0.9452,1,1,100.0,1.0,1.0,1.0,,,,83.97
jiaocaineedrop_jiaocai_needrop_en_472,1849,57,194,0.2887,0.7113,0.4462,0.3475,0,0,,,,,,,,28.87
jiaocaineedrop_jiaocai_needrop_en_482,1851,1070,1088,0.8131,0.1869,0.7192,0.9051,1,1,100.0,1.0,1.0,1.0,,,,87.54
jiaocaineedrop_jiaocai_needrop_en_541,1863,0,59,0.0,1.0,0.0,0.0,0,0,,,,,11,0.6836,3,15.78
jiaocaineedrop_jiaocai_needrop_en_546,1864,304,186,0.0172,0.9828,0.5429,0.8539,0,0,,,,,,,,1.72
jiaocaineedrop_jiaocai_needrop_en_574,1869,306,354,0.8503,0.1497,0.903,0.9167,3,3,100.0,1.0,1.0,1.0,,,,90.02
jiaocaineedrop_jiaocai_needrop_en_601,1875,358,431,0.8081,0.1919,0.8517,0.8515,0,0,,,,,,,,80.81
jiaocaineedrop_jiaocai_needrop_en_620,1879,434,663,0.2619,0.7381,0.3592,0.8632,0,0,,,,,,,,26.19
jiaocaineedrop_jiaocai_needrop_en_625,1880,1229,1402,0.8736,0.1264,0.8613,0.9468,2,2,100.0,1.0,1.0,1.0,,,,91.57
jiaocaineedrop_jiaocai_needrop_en_664,1887,1394,2207,0.4293,0.5707,0.4149,0.9565,0,0,,,,,,,,42.93
jiaocaineedrop_jiaocai_needrop_en_669,1888,2023,2228,0.8662,0.1338,0.5768,0.9911,0,0,,,,,,,,86.62
jiaocaineedrop_jiaocai_needrop_en_673,1889,61,44,0.2045,0.7955,0.4762,0.4048,1,1,100.0,1.0,1.0,1.0,,,,46.97
jiaocaineedrop_jiaocai_needrop_en_678,1890,379,423,0.519,0.481,0.182,0.9327,0,0,,,,,,,,51.9
jiaocaineedrop_jiaocai_needrop_en_693,1893,1094,1132,0.9478,0.0522,0.9623,0.9687,0,0,,,,,,,,94.78
jiaocaineedrop_jiaocai_needrop_en_715,1898,757,838,0.9014,0.0986,0.0451,0.6071,0,0,,,,,,,,90.14
jiaocaineedrop_jiaocai_needrop_en_769,1905,432,494,0.5233,0.4767,0.4665,0.8036,0,0,,,,,,,,52.33
jiaocaineedrop_jiaocai_needrop_en_782,1908,1115,1077,0.9564,0.0436,0.9726,0.9567,0,0,,,,,,,,95.64
jiaocaineedrop_jiaocai_needrop_en_809,1913,336,384,0.7707,0.2293,0.6444,0.9405,0,0,,,,,,,,77.07
jiaocaineedrop_jiaocai_needrop_en_835,1917,267,340,0.6311,0.3689,0.6722,0.6706,0,0,,,,,,,,63.11
jiaocaineedrop_jiaocai_needrop_en_85,1775,11,11,0.2727,0.7273,0.6364,1.0,0,0,,,,,,,,27.27
jiaocaineedrop_jiaocai_needrop_en_854,1919,1230,1338,0.8857,0.1143,0.5849,0.9167,2,2,100.0,1.0,1.0,1.0,,,,92.38
jiaocaineedrop_jiaocai_needrop_en_887,1926,729,760,0.9391,0.0609,0.9537,0.9253,0,0,,,,,,,,93.91
jiaocaineedrop_jiaocai_needrop_en_909,1930,14,15,0.9333,0.0667,0.8276,0.7692,0,0,,,,,,,,93.33
jiaocaineedrop_jiaocai_needrop_en_913,1931,346,479,0.5849,0.4151,0.5236,0.8582,0,0,,,,,6,0.7112,3,61.41
jiaocaineedrop_jiaocai_needrop_en_918,1932,724,737,0.9457,0.0543,0.95,0.9527,0,0,,,,,,,,94.57
jiaocaineedrop_jiaocai_needrop_en_922,1933,458,557,0.819,0.181,0.7665,0.8349,1,1,100.0,1.0,1.0,1.0,,,,87.94
jiaocaineedrop_jiaocai_needrop_en_942,1937,825,909,0.9003,0.0997,0.6655,0.9515,0,0,,,,,,,,90.03
jiaocaineedrop_jiaocai_needrop_en_947,1938,318,321,0.8567,0.1433,0.7637,0.9605,0,0,,,,,,,,85.67
jiaocaineedrop_jiaocai_needrop_en_952,1939,854,531,0.2241,0.7759,0.6224,0.7462,2,2,100.0,1.0,1.0,1.0,,,,48.27
jiaocaineedrop_jiaocai_needrop_en_961,1941,617,611,0.9607,0.0393,0.9739,1.0,0,0,,,,,,,,96.07
jiaocaineedrop_jiaocai_needrop_en_980,1945,393,495,0.6987,0.3013,0.5405,0.6263,0,0,,,,,,,,69.87
jiaocaineedrop_jiaocai_needrop_en_999,1948,1289,1524,0.6065,0.3935,0.5937,0.8745,1,1,100.0,1.0,1.0,1.0,2,0.4451,0,68.89
jiaocaineedrop_math-134115.pdf_670,2563,1589,2374,0.5754,0.4246,0.157,0.9091,0,0,,,,,1,0.8929,1,64.87
jiaocaineedrop_socialsci-74973.pdf_31,2597,2130,3059,0.6911,0.3089,0.4263,0.9655,3,3,100.0,1.0,1.0,1.0,,,,79.41
jiaocaineedrop_unit2t03.pdf_63,2617,3143,3176,0.9713,0.0287,0.9498,0.9552,0,0,,,,,,,,97.13
magazine_TheEconomist.2023.11.18_page_030,30,3339,3643,0.891,0.109,0.7671,0.9726,0,0,,,,,,,,89.1
magazine_TheEconomist.2023.11.18_page_068,68,5962,6358,0.885,0.115,0.7106,0.9359,0,0,,,,,,,,88.5
magazine_TheEconomist.2023.11.18_page_071,71,6037,6184,0.9594,0.0406,0.6801,0.9041,0,0,,,,,,,,95.94
magazine_TheEconomist.2023.11.18_page_082,82,5253,5675,0.9167,0.0833,0.6746,0.9851,0,0,,,,,,,,91.67
magazine_TheEconomist.2023.11.25_page_006,6,527,652,0.7761,0.2239,0.0645,0.8305,0,0,,,,,,,,77.61
magazine_TheEconomist.2023.11.25_page_068,68,5598,6147,0.8957,0.1043,0.6823,0.9231,0,0,,,,,,,,89.57
magazine_TheEconomist.2023.11.25_page_069,69,3065,3470,0.8662,0.1338,0.2093,0.8971,1,0,0.0,0.0,0.0,0.0,,,,57.75
magazine_TheEconomist.2023.11.25_page_093,93,1286,1589,0.568,0.432,0.249,0.8947,0,0,,,,,,,,56.8
magazine_TheEconomist.2023.12.02_page_023,23,5209,5608,0.9182,0.0818,0.7028,0.9342,0,0,,,,,,,,91.82
magazine_TheEconomist.2023.12.02_page_028,28,2913,3249,0.8854,0.1146,0.7413,0.9041,1,0,0.0,0.0,0.0,0.0,,,,59.03
magazine_TheEconomist.2023.12.02_page_031,31,5446,6625,0.8136,0.1864,0.6473,0.9079,0,0,,,,,,,,81.36
magazine_TheEconomist.2023.12.02_page_056,56,6096,6177,0.9088,0.0912,0.7439,0.96,0,0,,,,,,,,90.88
magazine_TheEconomist.2023.12.02_page_062,62,6116,6027,0.918,0.082,0.6998,0.8933,0,0,,,,,,,,91.8
magazine_TheEconomist.2023.12.09_page_009,9,4713,4782,0.6393,0.3607,0.3482,0.9722,0,0,,,,,,,,63.93
magazine_TheEconomist.2023.12.09_page_015,15,1800,3250,0.4115,0.5885,0.1477,0.8701,0,0,,,,,,,,41.15
magazine_TheEconomist.2023.12.09_page_045,45,6378,6451,0.9794,0.0206,0.844,0.9459,0,0,,,,,,,,97.94
magazine_TheEconomist.2023.12.09_page_048,48,6583,6702,0.9612,0.0388,0.9393,0.9467,0,0,,,,,,,,96.12
magazine_TheEconomist.2023.12.09_page_082,82,6179,6394,0.9593,0.0407,0.8867,0.971,0,0,,,,,,,,95.93
magazine_TheEconomist.2023.12.16_page_019,19,2923,3245,0.8871,0.1129,0.8298,0.9412,1,0,0.0,0.0,0.0,0.0,,,,59.14
magazine_TheEconomist.2023.12.16_page_026,26,5945,6297,0.9336,0.0664,0.7229,0.8875,0,0,,,,,,,,93.36
magazine_TheEconomist.2023.12.16_page_037,37,3313,3489,0.9424,0.0576,0.7266,0.9211,0,0,,,,,,,,94.24
magazine_TheEconomist.2023.12.16_page_049,49,3315,3610,0.9091,0.0909,0.4026,0.8933,0,0,,,,,,,,90.91
magazine_TheEconomist.2023.12.16_page_062,62,6006,6281,0.9321,0.0679,0.2792,0.9306,0,0,,,,,,,,93.21
magazine_TheEconomist.2023.12.23_page_012,12,5742,6084,0.9359,0.0641,0.7615,0.9315,0,0,,,,,,,,93.59
magazine_TheEconomist.2023.12.23_page_024,24,3145,2247,0.5429,0.4571,0.7266,0.8133,0,0,,,,,,,,54.29
magazine_TheEconomist.2023.12.23_page_052,52,1687,1755,0.9185,0.0815,0.8071,0.9048,0,0,,,,,,,,91.85
magazine_TheEconomist.2023.12.23_page_060,60,6725,7466,0.884,0.116,0.7057,0.8642,0,0,,,,,,,,88.4
magazine_TheEconomist.2023.12.23_page_104,104,5787,6145,0.935,0.065,0.2965,0.9012,0,0,,,,,,,,93.5
magazine_TheEconomist.2024.02.24_page_007,7,6249,6375,0.9663,0.0337,0.8599,0.9241,0,0,,,,,,,,96.63
magazine_TheEconomist.2024.02.24_page_008,8,4550,4720,0.9538,0.0462,0.9008,0.9859,0,0,,,,,,,,95.38
magazine_TheEconomist.2024.02.24_page_033,33,5132,4432,0.2699,0.7301,0.4527,0.9189,0,0,,,,,,,,26.99
magazine_TheEconomist.2024.02.24_page_068,68,6537,6877,0.8033,0.1967,0.4604,0.8684,0,0,,,,,,,,80.33
magazine_TheEconomist.2024.02.24_page_076,76,493,33,0.0,1.0,0.0837,0.3036,5,5,100.0,1.0,1.0,1.0,,,,33.33
magazine_TheEconomist.2024.03.02_page_025,25,5708,5994,0.9396,0.0604,0.5223,0.8684,0,0,,,,,,,,93.96
magazine_TheEconomist.2024.03.02_page_028,28,6803,7112,0.9383,0.0617,0.9054,0.8875,0,0,,,,,,,,93.83
magazine_TheEconomist.2024.03.02_page_031,31,3922,4055,0.9551,0.0449,0.9174,0.9577,0,0,,,,,,,,95.51
magazine_TheEconomist.2024.03.02_page_032,32,5221,5444,0.9112,0.0888,0.8544,0.8919,0,0,,,,,,,,91.12
magazine_TheEconomist.2024.03.02_page_075,75,5001,5264,0.9335,0.0665,0.7552,0.9459,0,0,,,,,,,,93.35
magazine_TheEconomist.2024.03.09_page_016,16,3096,3242,0.9075,0.0925,0.5431,0.9565,0,0,,,,,,,,90.75
magazine_TheEconomist.2024.03.09_page_029,29,6318,6132,0.8701,0.1299,0.7843,0.9306,0,0,,,,,,,,87.01
magazine_TheEconomist.2024.03.09_page_064,64,5337,6225,0.8332,0.1668,0.721,0.9221,0,0,,,,,,,,83.32
magazine_TheEconomist.2024.03.09_page_079,79,5057,5599,0.8822,0.1178,0.7778,0.8875,0,0,,,,,,,,88.22
newspaper_019d4d5296ba8f1c21277d72fb0cf0db_1,1,7490,8614,0.7643,0.2357,0.845,0.9114,0,0,,,,,,,,76.43
newspaper_01f020903d7bc4b3fc69f500f41eb77e_1,1,4746,4852,0.9384,0.0616,0.9562,0.9429,3,3,100.0,1.0,1.0,1.0,,,,95.89
newspaper_028a1dd5500fbd774e4d85df3c460c4d_1,1,6914,7428,0.7165,0.2835,0.8088,0.9133,0,0,,,,,,,,71.65
newspaper_02912feb79994ae24665509d964ad9ce_1,1,10684,12352,0.7903,0.2097,0.8763,0.9175,0,0,,,,,,,,79.03
newspaper_06b975dbc47dc2dc2a3a1468293f6a2c_1,1,6592,6840,0.944,0.056,0.9637,0.9429,0,0,,,,,,,,94.4
newspaper_0b1bb8d03b4287eb95f67b68c2cf9f92_1,1,6421,22200,0.2613,0.7387,0.3003,0.5747,0,0,,,,,,,,26.13
newspaper_0b86dae4d8f328a0e79d9ac394000dec_1,1,5983,6162,0.949,0.051,0.9665,0.9785,0,0,,,,,,,,94.9
newspaper_0ce88e1e131aef7a59d0533be36870de_1,1,5940,6350,0.8506,0.1494,0.8957,0.8987,0,0,,,,,,,,85.06
newspaper_0cfb8a42b5d4194d8c73dba0cdf6256c_1,1,7080,8256,0.6967,0.3033,0.8104,0.8505,0,0,,,,,,,,69.67
newspaper_0edcd83c195557b43279fa73edaa59aa_1,1,6015,6266,0.9421,0.0579,0.9073,0.9221,0,0,,,,,,,,94.21
newspaper_14b9d21f7fed39fb42849e9cde233930_1,1,6468,6897,0.4453,0.5547,0.5103,0.9504,0,0,,,,,,,,44.53
newspaper_17f81b80831d8d58564b9c8e3cf79261_1,1,4568,4796,0.2091,0.7909,0.4056,0.9492,0,0,,,,,,,,20.91
newspaper_1cddf9d22ca549f3a86cf1512a3110cc_1,1,6273,8853,0.6492,0.3508,0.6973,0.843,0,0,,,,,,,,64.92
newspaper_2140e879cd0d3c1b5ba2ea1e3a75aab6_1,1,5871,6046,0.956,0.044,0.9694,0.9696,0,0,,,,,,,,95.6
newspaper_26f4ed67a5e8922e7d42b35d317ebf4b_1,1,5814,6223,0.8613,0.1387,0.9016,0.8662,0,0,,,,,,,,86.13
newspaper_2a645bfcbcd473423581cd9f1ceb778e_1,1,7888,8953,0.6438,0.3562,0.6498,0.8833,0,0,,,,,,,,64.38
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,3181,3344,0.9345,0.0655,0.7028,0.961,2,2,100.0,1.0,1.0,1.0,,,,95.63
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_10,10,7104,7352,0.9508,0.0492,0.7905,0.9054,0,0,,,,,,,,95.08
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_11,11,7185,7372,0.9676,0.0324,0.2532,0.9571,0,0,,,,,,,,96.76
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_12,12,7375,7576,0.9699,0.0301,0.9128,0.9851,0,0,,,,,,,,96.99
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_13,13,7151,7395,0.9535,0.0465,0.6033,0.9403,0,0,,,,,,,,95.35
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_14,14,7143,7339,0.9648,0.0352,0.8808,0.9577,0,0,,,,,,,,96.48
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_15,15,7452,7576,0.9768,0.0232,0.8247,0.9394,0,0,,,,,,,,97.68
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_16,16,7208,7401,0.9639,0.0361,0.8806,0.9577,0,0,,,,,,,,96.39
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_17,17,7260,7366,0.9791,0.0209,0.8511,0.9697,0,0,,,,,,,,97.91
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_18,18,2899,3032,0.9367,0.0633,0.9054,0.9577,2,2,100.0,1.0,1.0,1.0,,,,95.78
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_2,2,4808,4998,0.9504,0.0496,0.7697,0.9855,1,1,100.0,1.0,1.0,1.0,,,,96.69
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_3,3,6923,7136,0.962,0.038,0.8015,0.9286,0,0,,,,,,,,96.2
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_4,4,6946,7163,0.957,0.043,0.8877,0.9296,0,0,,,,,,,,95.7
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_5,5,7119,7284,0.9655,0.0345,0.8819,0.92,0,0,,,,,,,,96.55
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_6,6,7009,7246,0.9528,0.0472,0.8682,0.8961,0,0,,,,,,,,95.28
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_7,7,7250,7454,0.966,0.034,0.8653,0.9437,0,0,,,,,,,,96.6
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_8,8,6972,7286,0.947,0.053,0.8933,0.9429,0,0,,,,,,,,94.7
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_9,9,7018,7247,0.9567,0.0433,0.8045,0.9275,0,0,,,,,,,,95.67
newspaper_2c69e142b52dbb30cac2cb11d3eb25e5_1,1,7274,7388,0.9369,0.0631,0.9598,0.9645,0,0,,,,,,,,93.69
newspaper_2de954934f60ac538c5bd5dc40833a61_1,1,5979,6067,0.9408,0.0592,0.9568,0.9466,0,0,,,,,,,,94.08
newspaper_35352f94db65d19e097395380498ec15_1,1,7621,8471,0.445,0.555,0.654,0.9324,0,0,,,,,,,,44.5
newspaper_354720d92a632709eb8e61795b191390_1,1,6468,6606,0.9499,0.0501,0.9573,0.9576,0,0,,,,,,,,94.99
newspaper_35bdaa11dec104ccbdc9e19ac8527d21_1,1,6408,7114,0.3748,0.6252,0.5192,0.9279,0,0,,,,,,,,37.48
newspaper_401c73055b88a62c479edd3d490cea8a_1,1,6291,6449,0.9429,0.0571,0.959,0.9622,0,0,,,,,,,,94.29
newspaper_41a09cb64841567c220d8cac3c1cc193_1,1,6829,8678,0.4174,0.5826,0.4766,0.9327,0,0,,,,,,,,41.74
newspaper_4790b51e8fa793743699647c09a93ccb_1,1,7297,8139,0.7597,0.2403,0.8142,0.9121,0,0,,,,,,,,75.97
newspaper_4b4ad1f6cba28a4844d7ffa9306223a4_1,1,4173,4552,0.8877,0.1123,0.9254,0.9256,0,0,,,,,,,,88.77
newspaper_4cec63ef5a813c5a49dd8e577f3180e7_1,1,5060,6288,0.7394,0.2606,0.8213,0.92,0,0,,,,,,,,73.94
newspaper_571a946262006cd89199b67353c408b8_1,1,5844,6548,0.8435,0.1565,0.8944,0.914,0,0,,,,,,,,84.35
newspaper_5a8b7563a3262beecbecd7ddd3ef8827_1,1,6767,9431,0.5279,0.4721,0.6916,0.873,0,0,,,,,,,,52.79
newspaper_5aedf678eff04d8ebac3692d54103e19_1,1,6067,6467,0.7111,0.2889,0.8128,0.9438,0,0,,,,,,,,71.11
newspaper_5bba361b0a5ca11745edbef140e2a431_1,1,6483,6604,0.961,0.039,0.9704,0.9706,0,0,,,,,,,,96.1
newspaper_5c4e17f22cdc19d414a3c521f631c899_1,1,6521,7500,0.8081,0.1919,0.8855,0.9161,0,0,,,,,,,,80.81
newspaper_5d4b8e73eacbc6ecac0d7b1396fd01d7_1,1,5147,5410,0.1494,0.8506,0.4471,0.9629,0,0,,,,,,,,14.94
newspaper_5e266dfd9c498cab274e12a7b4a75755_1,1,5868,6584,0.8744,0.1256,0.6895,0.9,0,0,,,,,,,,87.44
newspaper_5e266dfd9c498cab274e12a7b4a75755_2,2,7052,7225,0.9701,0.0299,0.864,0.961,0,0,,,,,,,,97.01
newspaper_5e266dfd9c498cab274e12a7b4a75755_3,3,7176,7535,0.9476,0.0524,0.7725,0.9853,0,0,,,,,,,,94.76
newspaper_5e266dfd9c498cab274e12a7b4a75755_4,4,6384,6599,0.9573,0.0427,0.9335,0.9737,0,0,,,,,,,,95.73
newspaper_5e8bcc55b922fd521a667c6ef01027d5_1,1,5922,6113,0.9391,0.0609,0.9617,0.9787,0,0,,,,,,,,93.91
newspaper_635e4e6a64cf2ccfb2560f9b6dfe24b5_1,1,6685,7321,0.7276,0.2724,0.7981,0.955,0,0,,,,,,,,72.76
newspaper_6d2b5f833fe20785bc395f757524cb05_1,1,3600,3780,0.9251,0.0749,0.9496,0.9718,0,0,,,,,,,,92.51
newspaper_6fa919bfb48695bc785d9f326e3cdd36_1,1,3794,3939,0.9286,0.0714,0.9502,0.9703,0,0,,,,,,,,92.86
newspaper_73fc8720a9b2798307ba43a8b8e47b5e_1,1,6645,7498,0.8452,0.1548,0.9025,0.9191,0,0,,,,,,,,84.52
newspaper_74fc3b01b2cc4a7e6ca0f1af2b998187_1,1,6143,6699,0.3005,0.6995,0.3366,0.9361,0,0,,,,,,,,30.05
newspaper_75bb60c3be9959e1be400d6b8281fea1_1,1,7014,7586,0.8555,0.1445,0.8903,0.8768,0,0,,,,,,,,85.55
newspaper_7746db2ad2ea24c827eac60244375bbf_1,1,6315,6857,0.8526,0.1474,0.8845,0.9512,0,0,,,,,,,,85.26
newspaper_7d8b25729455f1d061a95ec4269d72dc_1,1,5942,6569,0.8889,0.1111,0.8901,0.973,0,0,,,,,,,,88.89
newspaper_8076765115f6c402e81c6bfb48139bc2_1,1,1819,1884,0.9294,0.0706,0.9279,0.9918,0,0,,,,,,,,92.94
newspaper_87769622e073730af94822416c60c710_1,1,6475,6549,0.8327,0.1673,0.9043,0.9281,0,0,,,,,,,,83.27
newspaper_95f2062735b213b3d7d471a48d5ec71b_1,1,5265,7433,0.6779,0.3221,0.7948,0.8361,0,0,,,,,,,,67.79
newspaper_9729b78cbf9f2820b9f257fff7e3171b_1,1,6580,6593,0.6596,0.3404,0.8234,0.9624,0,0,,,,,,,,65.96
newspaper_9bb9e05d38b370251a4b0a8d070d1d55_1,1,5900,6090,0.942,0.058,0.9583,0.9631,0,0,,,,,,,,94.2
newspaper_9eafddb83b0f7f99c42ff364b080e2c1_1,1,7730,8291,0.4745,0.5255,0.7032,0.9556,0,0,,,,,,,,47.45
newspaper_Chicago Tribune_0801@magazinesclubnew_page_015,15,25998,32067,0.8076,0.1924,0.7556,0.962,0,0,,,,,,,,80.76
newspaper_Chicago Tribune_0801@magazinesclubnew_page_019,19,6222,7638,0.5065,0.4935,0.1696,0.8372,13,13,100.0,1.0,1.0,1.0,,,,67.1
newspaper_Chicago Tribune_0801@magazinesclubnew_page_032,32,8167,9855,0.8135,0.1865,0.3917,0.8391,1,0,0.0,0.0,0.0,0.0,,,,54.23
newspaper_Daily Mail_2022-08-01@magazinesclubnew_page_009,9,7926,9579,0.7839,0.2161,0.3822,0.9615,0,0,,,,,,,,78.39
newspaper_Daily Mail_2022-08-01@magazinesclubnew_page_068,68,3787,4581,0.8166,0.1834,0.2373,0.9254,0,0,,,,,,,,81.66
newspaper_Daily Mirror 2025-1-8@magazinesclubnew_page_029,29,1904,3380,0.4814,0.5186,0.0371,0.7975,0,0,,,,,,,,48.14
newspaper_Daily Mirror 2025-1-8@magazinesclubnew_page_034,34,3481,4863,0.379,0.621,0.053,0.7778,0,0,,,,,,,,37.9
newspaper_Daily Mirror 2025-1-8@magazinesclubnew_page_058,58,1896,4041,0.3765,0.6235,0.0472,0.825,0,0,,,,,,,,37.65
newspaper_Daily Star 2025-1-8@magazinesclubnew_page_060,60,182,305,0.5724,0.4276,0.7023,0.8039,4,2,0.0,0.0,0.0,0.0,,,,38.16
newspaper_NY Daily News_August 1@magazinesclubnew_page_007,7,4375,4656,0.8838,0.1162,0.6283,0.8889,0,0,,,,,,,,88.38
newspaper_NY Daily News_August 1@magazinesclubnew_page_020,20,4799,5509,0.851,0.149,0.6894,0.925,0,0,,,,,,,,85.1
newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_003,3,5060,5777,0.6733,0.3267,0.382,0.7821,0,0,,,,,,,,67.33
newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_014,14,2926,5232,0.4651,0.5349,0.5141,0.8537,6,5,0.0,0.0,0.0,0.0,,,,31.01
newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_018,18,12343,14356,0.811,0.189,0.2212,0.8235,0,0,,,,,,,,81.1
newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_027,27,4668,5945,0.7266,0.2734,0.4152,0.9459,0,0,,,,,,,,72.66
newspaper_The Guardian UK_0801@magazinesclubnew_page_048,48,4147,4441,0.5886,0.4114,0.3901,0.8939,0,0,,,,,,,,58.86
newspaper_The Guardian UK_0801@magazinesclubnew_page_051,51,9060,9132,0.9685,0.0315,0.9031,0.9487,0,0,,,,,,,,96.85
newspaper_The Guardian UK_0801@magazinesclubnew_page_052,52,857,2167,0.2198,0.7802,0.0324,0.8182,5,2,0.0,0.0,0.0,0.0,,,,14.65
newspaper_The Guardian UK_0801@magazinesclubnew_page_061,61,8955,9673,0.8961,0.1039,0.4207,0.9136,0,0,,,,,,,,89.61
newspaper_The Times UK_0801@magazinesclubnew_page_001,1,5393,5940,0.8837,0.1163,0.7274,0.9014,0,0,,,,,,,,88.37
newspaper_The Times UK_0801@magazinesclubnew_page_020,20,11759,12269,0.9465,0.0535,0.5031,0.9146,0,0,,,,,,,,94.65
